Pkt-Cnt,rx_time,port,millis,UTC,Alt,Lng,Lat,VBAT,VSOLAR,V3V3,V5V,V3V3EF,EPS,TS,T,H,PAY,Ax,Ay,Az,Gx,Gy,Gz,Sat,raw
,2025-09-21T02:08:33Z,COM6,,UTC=10:8:31,33.00,120.292587,23.106653,,,,,,,,,54,NO_IMUT=42 SAT=1,,,,,,,,"Package=583,UTC=10:8:31,Lat=23.106653,Lng=120.292587,Alt=33.00,NO_IMUT=42,H=54,SAT=1"
,2025-09-21T02:08:34Z,COM6,,UTC=10:8:32,33.70,120.292583,23.106652,,,,,,,,,54,NO_IMUT=42 SAT=1,,,,,,,,"Package=584,UTC=10:8:32,Lat=23.106652,Lng=120.292583,Alt=33.70,NO_IMUT=42,H=54,SAT=1"
,2025-09-21T02:08:35Z,COM6,,UTC=10:8:33,34.20,120.292573,23.106647,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=585,UTC=10:8:33,Lat=23.106647,Lng=120.292573,Alt=34.20,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:36Z,COM6,,UTC=10:8:34,34.90,120.292568,23.106638,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=586,UTC=10:8:34,Lat=23.106638,Lng=120.292568,Alt=34.90,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:37Z,COM6,,UTC=10:8:35,35.40,120.292567,23.106632,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=587,UTC=10:8:35,Lat=23.106632,Lng=120.292567,Alt=35.40,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:38Z,COM6,,UTC=10:8:36,35.60,120.292562,23.106627,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=588,UTC=10:8:36,Lat=23.106627,Lng=120.292562,Alt=35.60,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:39Z,COM6,,UTC=10:8:37,36.10,120.292558,23.106628,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=589,UTC=10:8:37,Lat=23.106628,Lng=120.292558,Alt=36.10,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:40Z,COM6,,UTC=10:8:38,36.90,120.292553,23.106625,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=590,UTC=10:8:38,Lat=23.106625,Lng=120.292553,Alt=36.90,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:42Z,COM6,,UTC=10:8:40,37.00,120.292545,23.106615,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=592,UTC=10:8:40,Lat=23.106615,Lng=120.292545,Alt=37.00,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:43Z,COM6,,UTC=10:8:41,35.50,120.292540,23.106607,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=593,UTC=10:8:41,Lat=23.106607,Lng=120.292540,Alt=35.50,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:44Z,COM6,,UTC=10:8:42,34.00,120.292537,23.106600,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=594,UTC=10:8:42,Lat=23.106600,Lng=120.292537,Alt=34.00,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:45Z,COM6,,UTC=10:8:43,33.40,120.292530,23.106592,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=595,UTC=10:8:43,Lat=23.106592,Lng=120.292530,Alt=33.40,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:46Z,COM6,,UTC=10:8:44,32.40,120.292523,23.106582,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=596,UTC=10:8:44,Lat=23.106582,Lng=120.292523,Alt=32.40,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:47Z,COM6,,UTC=10:8:45,32.50,120.292517,23.106572,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=597,UTC=10:8:45,Lat=23.106572,Lng=120.292517,Alt=32.50,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:48Z,COM6,,UTC=10:8:46,31.40,120.292508,23.106557,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=598,UTC=10:8:46,Lat=23.106557,Lng=120.292508,Alt=31.40,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:49Z,COM6,,UTC=10:8:47,30.00,120.292500,23.106550,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=599,UTC=10:8:47,Lat=23.106550,Lng=120.292500,Alt=30.00,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:50Z,COM6,,UTC=10:8:48,28.90,120.292490,23.106555,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=600,UTC=10:8:48,Lat=23.106555,Lng=120.292490,Alt=28.90,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:51Z,COM6,,UTC=10:8:49,28.10,120.292487,23.106558,,,,,,,,,54,NO_IMUT=41 SAT=1,,,,,,,,"Package=601,UTC=10:8:49,Lat=23.106558,Lng=120.292487,Alt=28.10,NO_IMUT=41,H=54,SAT=1"
,2025-09-21T02:08:52Z,COM6,,UTC=10:8:50,27.80,120.292482,23.106565,,,,,,,,,54,NO_IMUT=40 SAT=1,,,,,,,,"Package=602,UTC=10:8:50,Lat=23.106565,Lng=120.292482,Alt=27.80,NO_IMUT=40,H=54,SAT=1"
,2025-09-21T02:08:53Z,COM6,,UTC=10:8:51,28.10,120.292477,23.106578,,,,,,,,,54,NO_IMUT=40 SAT=1,,,,,,,,"Package=603,UTC=10:8:51,Lat=23.106578,Lng=120.292477,Alt=28.10,NO_IMUT=40,H=54,SAT=1"
,2025-09-21T02:08:54Z,COM6,,UTC=10:8:52,28.00,120.292475,23.106582,,,,,,,,,55,NO_IMUT=40 SAT=1,,,,,,,,"Package=604,UTC=10:8:52,Lat=23.106582,Lng=120.292475,Alt=28.00,NO_IMUT=40,H=55,SAT=1"
,2025-09-21T02:08:55Z,COM6,,UTC=10:8:53,27.60,120.292472,23.106583,,,,,,,,,55,NO_IMUT=40 SAT=1,,,,,,,,"Package=605,UTC=10:8:53,Lat=23.106583,Lng=120.292472,Alt=27.60,NO_IMUT=40,H=55,SAT=1"
,2025-09-21T02:08:56Z,COM6,,UTC=10:8:54,27.80,120.292463,23.106578,,,,,,,,,55,NO_IMUT=40 SAT=1,,,,,,,,"Package=606,UTC=10:8:54,Lat=23.106578,Lng=120.292463,Alt=27.80,NO_IMUT=40,H=55,SAT=1"
,2025-09-21T02:08:57Z,COM6,,UTC=10:8:55,28.00,120.292460,23.106582,,,,,,,,,55,NO_IMUT=40 SAT=9,,,,,,,,"Package=607,UTC=10:8:55,Lat=23.106582,Lng=120.292460,Alt=28.00,NO_IMUT=40,H=55,SAT=9"
,2025-09-21T02:08:58Z,COM6,,UTC=10:8:56,27.80,120.292455,23.106585,,,,,,,,,55,NO_IMUT=41 SAT=9,,,,,,,,"Package=608,UTC=10:8:56,Lat=23.106585,Lng=120.292455,Alt=27.80,NO_IMUT=41,H=55,SAT=9"
,2025-09-21T02:15:00Z,COM6,,UTC=NO_TIME,N/A,N/A,N/A,,,,,,,,,59,SAT=0,72.47,-296.95,992.96,-10692.50,10062.50,-1555T=39,,"Package=13,UTC=NO_TIME,Lat=N/A,Lng=N/A,Alt=N/A,Ax=72.47,Ay=-296.95,Az=992.96,Gx=-10692.50,Gy=10062.50,Gz=-1555T=39,H=59,SAT=0"
,2025-09-21T02:15:01Z,COM6,,UTC=NO_TIME,N/A,N/A,N/A,,,,,,,,,59,SAT=0,33.43,-388.45,941.60,-8207.50,14000.00,-20125T=39,,"Package=14,UTC=NO_TIME,Lat=N/A,Lng=N/A,Alt=N/A,Ax=33.43,Ay=-388.45,Az=941.60,Gx=-8207.50,Gy=14000.00,Gz=-20125T=39,H=59,SAT=0"
